listing_id,city,neighborhood,property_type,bedrooms,bathrooms,max_guests,price_per_night,amenities,host_rating,superhost,instant_book,min_nights,nearest_transit,transit_walk_min,nearby_attraction_1,nearby_attraction_2
L0337,New York,Midtown Manhattan,Entire home,1,3.0,2,256,Heating; Crib; Smoke alarm; Patio; Hot tub; Dishwasher; Free parking; Fire extinguisher; Pool; Dryer; Washer; Pet friendly; TV; Iron,4.36,0,1,1,Columbus Circle,7,Empire State Building,Rockefeller Center
L0338,Miami,Brickell,Entire home,2,1.5,4,263,Free parking; Air conditioning; Washer; Crib; Carbon monoxide alarm; Pool; Fire extinguisher; Smoke alarm; Heating; Hair dryer; Hot tub; Patio; Dishwasher; WiFi,4.01,0,0,1,Adrienne Arsht Metromover,5,Perez Art Museum,South Beach
L0339,Chicago,Lincoln Park,Entire home,5,1.0,11,412,Fire extinguisher; Dryer; TV; Iron; Workspace; Washer; Pool; Kitchen; Hot tub; Patio; Gym access; Coffee maker; WiFi; Hair dryer,4.5,0,1,1,Chicago L (Red),13,Art Institute of Chicago,Field Museum
L0340,San Francisco,Pacific Heights,Entire home,2,2.5,4,257,Pool; Heating; TV; Hair dryer; Air conditioning; Iron,4.92,1,1,3,16th St Mission BART,10,Fisherman's Wharf,Golden Gate Bridge
L0341,San Francisco,Marina District,Entire home,2,1.5,5,293,WiFi; Washer; Patio; Crib; Iron; BBQ grill,4.65,0,1,1,Glen Park BART,12,Palace of Fine Arts,Fisherman's Wharf
L0342,Miami,Design District,Entire home,2,1.5,5,202,Washer; Patio; Pool; Smoke alarm; Carbon monoxide alarm; Dishwasher; Workspace; EV charger; BBQ grill; Free parking,4.65,0,0,1,Brickell Metrorail,14,Perez Art Museum,Everglades Day Trip
L0343,New York,Upper West Side,Shared room,1,1.0,2,116,Hair dryer; Washer; TV; Fire extinguisher; Crib; Dishwasher; Carbon monoxide alarm; Pool; Free parking; EV charger,4.81,1,0,3,Penn Station,3,Brooklyn Bridge,Times Square
L0344,New York,SoHo,Shared room,1,1.0,1,74,Washer; Air conditioning; Pool; Crib; WiFi; EV charger; Carbon monoxide alarm; Pet friendly; Dryer; BBQ grill,4.66,0,1,1,Union Square,17,High Line,Broadway Theater District
L0345,New York,Park Slope,Private room,1,2.0,1,137,Dishwasher; Crib; Hot tub; EV charger; Coffee maker; TV; Pool; Carbon monoxide alarm; Dryer; Washer; Kitchen; BBQ grill,4.96,0,0,5,Columbus Circle,25,Brooklyn Bridge,High Line
L0346,Miami,Downtown Miami,Entire home,3,1.5,7,210,Patio; Carbon monoxide alarm; Free parking; Hot tub; Heating; Gym access; Air conditioning; Hair dryer; Iron; WiFi,4.86,0,0,1,Vizcaya Metrorail,9,Key Biscayne Beach,Wynwood Walls
L0347,New York,Park Slope,Shared room,1,1.0,1,98,Air conditioning; TV; WiFi; Hair dryer; Crib; Smoke alarm; Coffee maker; Free parking; Iron; EV charger,4.9,1,1,2,Columbus Circle,16,Brooklyn Bridge,Times Square
L0348,New York,Astoria,Private room,1,1.0,2,108,Crib; Pool; Free parking; Patio; Washer; Dryer,4.66,0,1,1,Jay St-MetroTech,13,Chelsea Market,Broadway Theater District
L0349,Miami,Little Havana,Private room,1,2.0,1,45,WiFi; Washer; TV; Dishwasher; Air conditioning; Workspace,4.11,0,1,1,Brickell Metrorail,12,Vizcaya Museum,Art Deco Historic District
L0350,Miami,Coconut Grove,Entire home,3,1.0,6,283,Kitchen; Hair dryer; TV; Smoke alarm; Carbon monoxide alarm; Washer; Fire extinguisher; Crib; Iron; Dryer; Pet friendly; Workspace,4.85,1,0,1,South Miami Metrorail,13,Little Havana Walk,South Beach
L0351,Boston,Seaport,Entire home,4,1.0,9,315,Fire extinguisher; Heating; Air conditioning; Dryer; Crib; Smoke alarm; Carbon monoxide alarm; Free parking; EV charger; Patio; Kitchen; Pet friendly; Workspace,4.89,1,0,7,Haymarket,12,Museum of Fine Arts,Freedom Trail
L0352,Miami,South Beach,Entire home,3,3.0,6,267,BBQ grill; Carbon monoxide alarm; Hot tub; Patio; Dryer,4.59,0,1,1,Brickell Metrorail,6,Little Havana Walk,Jungle Island
L0353,New York,East Village,Entire home,2,2.0,4,274,Crib; Dryer; Carbon monoxide alarm; Hair dryer; EV charger; Smoke alarm; WiFi; Free parking; Air conditioning; Patio; Iron; TV; Gym access,4.18,0,1,1,Union Square,10,Statue of Liberty Ferry,Central Park
L0354,New York,SoHo,Private room,1,2.0,2,121,Heating; Kitchen; Free parking; BBQ grill; Carbon monoxide alarm; Dishwasher; Dryer; Smoke alarm; Patio; EV charger; Pet friendly; Gym access; Iron; TV,4.66,0,1,2,Times Sq-42nd St,10,Statue of Liberty Ferry,Central Park
L0355,San Francisco,Marina District,Shared room,1,1.0,2,93,Fire extinguisher; Carbon monoxide alarm; Hair dryer; Dryer; Dishwasher; Patio; Gym access,4.38,0,0,1,Glen Park BART,10,Pier 39,Golden Gate Park
L0356,New York,Park Slope,Entire home,1,2.0,2,209,EV charger; Kitchen; BBQ grill; TV; Carbon monoxide alarm; Free parking; Pool; Fire extinguisher; Smoke alarm; Crib; Heating; Dishwasher; Coffee maker,4.88,0,1,1,14th St-Union Sq,24,Rockefeller Center,Museum of Modern Art
L0357,San Francisco,SOMA,Entire home,3,1.0,7,300,Pet friendly; Gym access; Iron; BBQ grill; Dryer; EV charger; Carbon monoxide alarm; Pool; Smoke alarm; Heating; TV; Patio; Free parking,4.83,1,1,1,Powell St BART,19,Ferry Building,Pier 39
L0358,Boston,Charlestown,Entire home,3,2.0,7,314,Iron; Free parking; Air conditioning; BBQ grill; WiFi; Carbon monoxide alarm; Gym access,4.03,0,1,3,Haymarket,7,Newbury Street,Boston Public Garden
L0359,San Francisco,Haight-Ashbury,Private room,1,2.0,1,96,Hot tub; BBQ grill; Kitchen; Pet friendly; Air conditioning; Washer; WiFi; Heating; Coffee maker; Pool; TV,4.87,1,1,3,16th St Mission BART,5,Golden Gate Park,Lombard Street
L0360,Miami,Wynwood,Entire home,5,1.0,11,336,Patio; Fire extinguisher; Dryer; BBQ grill; TV; WiFi; Pet friendly; Kitchen; Heating; Dishwasher,4.82,1,1,1,Douglas Road Metrorail,12,Everglades Day Trip,Key Biscayne Beach
L0361,San Francisco,Castro,Private room,1,1.0,2,153,Hot tub; Pet friendly; Workspace; Free parking; Air conditioning; Hair dryer; Dishwasher,4.83,0,1,7,Montgomery St BART,12,Palace of Fine Arts,Pier 39
L0362,New York,Park Slope,Shared room,1,1.0,2,107,Pet friendly; Workspace; Carbon monoxide alarm; Fire extinguisher; BBQ grill; Hot tub; Iron; Heating,3.34,0,1,2,Lexington Ave/59th St,11,Empire State Building,Museum of Modern Art
L0363,San Francisco,North Beach,Entire home,5,2.0,11,310,Hair dryer; Pool; Air conditioning; Free parking; Pet friendly; Gym access; Washer,4.61,0,0,2,24th St Mission BART,6,Lombard Street,Golden Gate Bridge
L0364,Chicago,River North,Shared room,1,1.0,1,95,Crib; Gym access; BBQ grill; Air conditioning; EV charger; Carbon monoxide alarm; Pet friendly; Iron; Coffee maker,4.89,1,1,2,Belmont L,7,Chicago Riverwalk,Lincoln Park Zoo
L0365,San Francisco,Mission District,Entire home,3,2.0,6,314,Kitchen; Dishwasher; Coffee maker; Pet friendly; Iron; WiFi; Air conditioning; Workspace; Heating; Carbon monoxide alarm; Smoke alarm,4.86,1,1,2,Glen Park BART,16,Golden Gate Park,Pier 39
L0366,New York,Upper West Side,Shared room,1,1.0,1,136,WiFi; Washer; Heating; Iron; Crib,3.65,0,0,1,Columbus Circle,8,Times Square,High Line
L0367,New York,East Village,Entire home,4,1.0,9,370,Washer; EV charger; Fire extinguisher; Heating; Pet friendly; Iron; Gym access,4.55,0,1,2,Lexington Ave/59th St,22,Museum of Modern Art,Broadway Theater District
L0368,Miami,Little Havana,Entire home,2,1.0,4,202,BBQ grill; Patio; Free parking; Air conditioning; Crib; Workspace; Kitchen; Pet friendly,4.54,0,1,3,Government Center Metrorail,15,Jungle Island,Perez Art Museum
L0369,San Francisco,Sunset District,Entire home,1,2.0,2,148,Coffee maker; Free parking; Smoke alarm; Crib; Air conditioning; Hot tub; Carbon monoxide alarm; Dryer; TV; Dishwasher; Workspace; Iron; Kitchen; Gym access,4.55,0,1,1,Balboa Park BART,21,Fisherman's Wharf,Golden Gate Park
L0370,Chicago,Wicker Park,Entire home,2,1.0,5,287,Fire extinguisher; Hot tub; Hair dryer; Heating; Kitchen,4.62,0,1,1,Addison L,16,Magnificent Mile,Willis Tower Skydeck
L0371,New York,Harlem,Entire home,1,1.0,2,224,Pool; Gym access; Smoke alarm; BBQ grill; Patio; Heating; Pet friendly; Hot tub; Workspace,4.28,0,1,3,Penn Station,7,Empire State Building,Museum of Modern Art
L0372,Boston,South End,Entire home,3,1.0,7,347,WiFi; BBQ grill; Workspace; Carbon monoxide alarm; Iron; Pet friendly; Dryer,4.62,0,0,1,Downtown Crossing,21,Boston Common,Fenway Park
L0373,New York,Park Slope,Entire home,5,2.5,10,420,Fire extinguisher; Workspace; Hair dryer; Dishwasher; Hot tub; Crib; Gym access; BBQ grill; Pet friendly; WiFi,4.34,0,0,1,14th St-Union Sq,9,Statue of Liberty Ferry,Chelsea Market
L0374,Miami,Little Havana,Entire home,5,1.5,10,308,Hair dryer; Free parking; Air conditioning; Crib; Smoke alarm; Heating; Hot tub; Fire extinguisher; Dryer; Washer; Iron,4.92,0,0,2,Douglas Road Metrorail,22,Perez Art Museum,Jungle Island
L0375,Miami,Midtown,Entire home,2,3.0,5,292,TV; Gym access; Dishwasher; Dryer; Pet friendly; Workspace; Crib; Air conditioning; BBQ grill; WiFi; Pool; Fire extinguisher; Heating,3.44,0,1,2,Civic Center Metrorail,20,Wynwood Walls,South Beach
L0376,San Francisco,Richmond District,Entire home,5,2.0,10,438,Pet friendly; Free parking; Carbon monoxide alarm; EV charger; Air conditioning; TV; Pool,4.25,0,1,7,Powell St BART,12,Lombard Street,Chinatown
L0377,Chicago,Lakeview,Private room,1,2.0,2,100,Hot tub; Washer; Carbon monoxide alarm; Dishwasher; Free parking; TV; EV charger; Air conditioning,4.67,0,1,2,Jackson L,14,Chicago Riverwalk,Field Museum
L0378,San Francisco,Sunset District,Entire home,2,1.5,5,283,WiFi; Carbon monoxide alarm; Air conditioning; Washer; Gym access; TV; Pool; Coffee maker; Hair dryer; BBQ grill; EV charger; Hot tub; Crib,4.66,0,0,1,Montgomery St BART,3,Pier 39,Alcatraz Island Ferry
L0379,San Francisco,Castro,Entire home,2,2.5,5,271,BBQ grill; Coffee maker; Kitchen; Free parking; Crib; Washer; Dishwasher; Workspace; EV charger; Heating; Iron; Carbon monoxide alarm; Air conditioning; Gym access,4.83,1,1,1,Montgomery St BART,16,Golden Gate Bridge,Oracle Park
L0380,Miami,South Beach,Shared room,1,1.0,2,73,TV; Smoke alarm; Workspace; Dryer; Pool; Dishwasher,4.96,1,1,2,Civic Center Metrorail,19,Jungle Island,Wynwood Walls
L0381,San Francisco,SOMA,Entire home,1,2.0,3,179,Fire extinguisher; Carbon monoxide alarm; Crib; Washer; WiFi; TV,4.63,0,1,7,Balboa Park BART,6,Pier 39,Golden Gate Bridge
L0382,Miami,Downtown Miami,Entire home,1,1.0,2,224,Smoke alarm; Coffee maker; Air conditioning; Dryer; Washer; Hair dryer; Iron; Fire extinguisher; Gym access; Workspace; Pet friendly; Carbon monoxide alarm; Dishwasher,4.92,0,1,1,Civic Center Metrorail,23,Wynwood Walls,Key Biscayne Beach
L0383,San Francisco,North Beach,Shared room,1,1.0,2,98,Pet friendly; Dryer; Pool; Heating; BBQ grill,4.66,0,1,3,16th St Mission BART,12,Palace of Fine Arts,Lombard Street
L0384,Miami,Coral Gables,Entire home,1,1.0,2,200,Fire extinguisher; Hair dryer; Gym access; Patio; WiFi; Dryer,4.61,0,1,1,Douglas Road Metrorail,5,Jungle Island,Perez Art Museum
L0385,Boston,Allston,Shared room,1,1.0,1,149,Free parking; Kitchen; Washer; WiFi; Hair dryer; Carbon monoxide alarm,4.68,0,1,2,Haymarket,13,Freedom Trail,New England Aquarium
L0386,Miami,Edgewater,Entire home,2,2.5,4,269,Carbon monoxide alarm; Patio; Smoke alarm; Air conditioning; EV charger; Crib; Washer; Coffee maker; TV; Kitchen; Fire extinguisher; Pool,4.56,0,1,1,Vizcaya Metrorail,3,Key Biscayne Beach,Art Deco Historic District
L0387,Boston,Fenway-Kenmore,Entire home,2,1.0,5,272,EV charger; Workspace; Hot tub; Patio; WiFi; Kitchen,4.54,0,0,1,Back Bay Station,11,Faneuil Hall,New England Aquarium
L0388,New York,Park Slope,Shared room,1,1.0,1,105,Carbon monoxide alarm; Gym access; Crib; Air conditioning; Dishwasher; Workspace,4.63,0,1,1,Union Square,9,Central Park,Brooklyn Bridge
L0389,New York,Midtown Manhattan,Private room,1,2.0,2,132,Smoke alarm; Crib; Washer; Carbon monoxide alarm; Dishwasher,4.14,0,0,1,Union Square,5,Times Square,Museum of Modern Art
L0390,Chicago,Old Town,Entire home,5,1.0,10,353,Kitchen; Washer; Fire extinguisher; Dryer; TV; Pet friendly,4.16,0,1,2,Roosevelt L,10,Willis Tower Skydeck,Museum of Science and Industry
L0391,San Francisco,Pacific Heights,Entire home,3,3.0,7,325,Crib; Dishwasher; Coffee maker; Heating; Kitchen; Hair dryer; Carbon monoxide alarm; Workspace; Hot tub; Gym access,4.94,1,1,3,Embarcadero BART,23,Oracle Park,Chinatown
L0392,Miami,Wynwood,Entire home,2,1.0,5,308,Air conditioning; Kitchen; Hot tub; Gym access; Smoke alarm; Workspace; WiFi; Patio; Coffee maker,4.51,0,1,7,Dadeland South Metrorail,3,Bayside Marketplace,Jungle Island
L0393,Chicago,Hyde Park,Entire home,3,2.0,6,265,Pet friendly; Kitchen; Heating; Dishwasher; Smoke alarm; TV; Patio; Fire extinguisher; Carbon monoxide alarm; EV charger; Hair dryer,4.85,1,1,1,Grand L (Red),18,Wrigley Field,Navy Pier
L0394,Boston,Charlestown,Entire home,2,1.5,5,198,Patio; Gym access; WiFi; Heating; TV; EV charger; Iron; Hot tub; Dryer,4.6,0,0,2,Copley,12,Museum of Fine Arts,Fenway Park
L0395,New York,Astoria,Shared room,1,1.0,2,86,Hot tub; Workspace; Washer; Pool; Dryer; BBQ grill; Kitchen; Patio; Heating,4.81,1,1,1,Times Sq-42nd St,7,Broadway Theater District,Rockefeller Center
L0396,San Francisco,Richmond District,Entire home,1,1.0,2,205,Heating; Coffee maker; Air conditioning; Pool; Free parking; Iron; Hair dryer; Carbon monoxide alarm; BBQ grill; EV charger; Gym access; Washer,4.89,0,1,2,Civic Center BART,2,Ferry Building,Lombard Street
L0397,San Francisco,Haight-Ashbury,Shared room,1,1.0,1,85,EV charger; Crib; Hair dryer; Free parking; Smoke alarm; Pet friendly; Kitchen; Washer; Gym access; Workspace; Iron; Dishwasher; Fire extinguisher,4.98,0,1,2,Embarcadero BART,14,Ferry Building,Oracle Park
L0398,Boston,Seaport,Entire home,4,1.5,9,307,Pet friendly; Heating; Pool; Fire extinguisher; Carbon monoxide alarm; Hair dryer; Air conditioning; EV charger; Dishwasher; Patio,4.17,0,1,3,Back Bay Station,15,Newbury Street,Faneuil Hall
L0399,Miami,Midtown,Entire home,1,1.0,3,217,Washer; EV charger; Workspace; Patio; Free parking; Dryer; Fire extinguisher; WiFi; Crib; Kitchen; Gym access; Pet friendly; Hot tub,4.53,0,1,7,Dadeland South Metrorail,17,Vizcaya Museum,South Beach
L0400,San Francisco,Haight-Ashbury,Entire home,3,1.0,7,276,EV charger; Gym access; Crib; Heating; Kitchen; Air conditioning; Hair dryer; Fire extinguisher; Carbon monoxide alarm; Iron,4.94,0,0,1,Balboa Park BART,17,Pier 39,Golden Gate Park
L0401,New York,Park Slope,Shared room,1,1.0,2,73,Coffee maker; EV charger; Hot tub; Heating; Pool; TV; Workspace,4.59,0,1,7,14th St-Union Sq,3,Broadway Theater District,Chelsea Market
L0402,New York,Harlem,Entire home,2,2.0,5,243,Dryer; Heating; TV; Hot tub; Workspace; Fire extinguisher; Pool; Pet friendly; BBQ grill,4.97,1,0,7,Atlantic Ave-Barclays,25,Times Square,High Line
L0403,Chicago,Pilsen,Private room,1,1.0,2,142,Carbon monoxide alarm; Fire extinguisher; Coffee maker; Washer; Crib; TV; Heating; Dishwasher; Gym access; Workspace; Free parking; Pool; Patio; Kitchen,4.3,0,1,1,Fullerton L,25,Art Institute of Chicago,Magnificent Mile
L0404,Chicago,Wicker Park,Entire home,3,2.5,6,262,Iron; Free parking; Dishwasher; Patio; Kitchen; WiFi; Pool; Washer; Smoke alarm; Carbon monoxide alarm; Heating; Pet friendly; Fire extinguisher,4.98,0,1,1,Jackson L,12,Chicago Riverwalk,Navy Pier
L0405,New York,SoHo,Shared room,1,1.0,1,144,Smoke alarm; Patio; EV charger; Pool; Hair dryer; Workspace; Coffee maker; Dryer; TV; Carbon monoxide alarm; Heating; Washer; Iron; Crib,4.99,0,1,7,Canal St,19,Museum of Modern Art,Statue of Liberty Ferry
L0406,San Francisco,Pacific Heights,Entire home,2,1.0,5,270,Crib; Smoke alarm; Washer; Workspace; Patio; Carbon monoxide alarm; Pool; WiFi; TV; BBQ grill,4.88,1,1,7,Castro Muni,8,Pier 39,Golden Gate Bridge
L0407,San Francisco,Sunset District,Entire home,1,2.0,2,171,Dishwasher; Free parking; Patio; Heating; Gym access; Iron; Washer,4.95,0,1,2,Van Ness Muni,13,Golden Gate Bridge,Palace of Fine Arts
L0408,Boston,South End,Shared room,1,1.0,2,118,TV; Dryer; Hair dryer; Iron; Carbon monoxide alarm; Free parking; Dishwasher; Pool,4.6,0,1,3,Park Street,3,Fenway Park,Newbury Street
L0409,Boston,Back Bay,Entire home,3,2.5,7,322,Air conditioning; Pet friendly; Crib; Coffee maker; Carbon monoxide alarm; WiFi; EV charger; Washer; Heating,4.65,0,0,1,Haymarket,18,Faneuil Hall,Harvard Yard
L0410,Chicago,Gold Coast,Entire home,2,1.0,5,264,TV; Crib; Dishwasher; Coffee maker; Pool; Smoke alarm; WiFi; Workspace; EV charger; Dryer; Patio; Hot tub,4.91,1,0,1,Chicago L (Red),12,Field Museum,Millennium Park
L0411,Boston,Cambridge,Entire home,2,1.0,5,194,Pool; Kitchen; Workspace; Hot tub; Carbon monoxide alarm; TV; Iron; Washer; Crib; Dryer; Hair dryer; EV charger; Smoke alarm; Free parking,4.56,0,1,2,Park Street,9,Faneuil Hall,Newbury Street
L0412,New York,East Village,Entire home,3,1.5,6,277,Dryer; Free parking; Fire extinguisher; Heating; Kitchen; Carbon monoxide alarm,4.35,0,1,3,Canal St,7,Broadway Theater District,Rockefeller Center
L0413,San Francisco,Richmond District,Entire home,3,1.5,6,237,Crib; Hair dryer; Coffee maker; Gym access; Hot tub; Workspace; Fire extinguisher; Free parking; Iron; Dishwasher; Pet friendly; Carbon monoxide alarm; Air conditioning; Smoke alarm,3.29,0,1,1,Castro Muni,16,Palace of Fine Arts,Golden Gate Bridge
L0414,New York,Lower East Side,Entire home,2,1.0,5,262,Hair dryer; Patio; Dishwasher; Pool; Pet friendly; WiFi,4.91,1,1,1,Penn Station,9,Museum of Modern Art,High Line
L0415,Boston,Fenway-Kenmore,Private room,1,1.0,1,63,Iron; EV charger; Crib; Gym access; Hot tub; Workspace; Free parking; Dryer; WiFi; Smoke alarm; Heating,4.82,1,1,2,South Station,5,Newbury Street,Boston Common
L0416,Miami,Design District,Entire home,2,1.0,5,226,Crib; Workspace; Hair dryer; TV; Coffee maker; Iron; Gym access; Air conditioning; Free parking; Dishwasher; EV charger,4.82,0,1,1,Civic Center Metrorail,16,Perez Art Museum,Everglades Day Trip
L0417,San Francisco,Sunset District,Entire home,2,1.5,4,264,Free parking; Fire extinguisher; Hair dryer; Coffee maker; WiFi,4.85,0,1,1,Van Ness Muni,9,Fisherman's Wharf,Pier 39
L0418,San Francisco,SOMA,Entire home,1,2.0,2,265,Gym access; Patio; Fire extinguisher; Workspace; Dryer; Crib; Dishwasher; Heating; Kitchen; Pet friendly; WiFi; TV,4.89,1,1,7,Civic Center BART,16,Alcatraz Island Ferry,Chinatown
L0419,Boston,Seaport,Entire home,1,2.5,3,249,Coffee maker; WiFi; BBQ grill; Smoke alarm; Carbon monoxide alarm; Kitchen; Air conditioning; Free parking; Washer; Hair dryer,4.83,0,0,2,Downtown Crossing,4,Museum of Fine Arts,Fenway Park
L0420,Chicago,Hyde Park,Entire home,2,2.0,4,305,Air conditioning; Heating; Pet friendly; Dryer; BBQ grill; Patio; Iron; WiFi; EV charger; Smoke alarm; Coffee maker; Crib,4.84,1,0,2,Roosevelt L,12,Willis Tower Skydeck,Museum of Science and Industry
L0421,San Francisco,Haight-Ashbury,Entire home,1,1.5,2,217,Hot tub; Crib; Fire extinguisher; Pet friendly; Air conditioning; Workspace; Hair dryer; Dishwasher; Coffee maker,4.91,1,1,1,Castro Muni,12,Alcatraz Island Ferry,Golden Gate Bridge
L0422,Chicago,Pilsen,Entire home,3,1.0,6,263,Hot tub; Kitchen; Heating; Coffee maker; Dryer; Workspace; Washer; Fire extinguisher; Iron; Gym access; TV; Free parking,4.5,0,0,1,Grand L (Red),22,Museum of Science and Industry,Art Institute of Chicago
L0423,San Francisco,SOMA,Private room,1,1.0,1,94,EV charger; Crib; Carbon monoxide alarm; Smoke alarm; Workspace; Pool; Hot tub; Hair dryer; Iron; Pet friendly; Gym access; Free parking; Washer; WiFi,3.38,0,1,7,Embarcadero BART,17,Oracle Park,Fisherman's Wharf
L0424,Chicago,Pilsen,Private room,1,2.0,1,116,Kitchen; Air conditioning; TV; Washer; Hair dryer; Fire extinguisher; Smoke alarm; Dryer; EV charger; WiFi,4.89,1,1,1,Fullerton L,7,Navy Pier,Museum of Science and Industry
L0425,Boston,North End,Entire home,2,2.0,4,232,Heating; Smoke alarm; Washer; Iron; BBQ grill; Crib; Patio; TV,4.81,1,1,2,North Station,14,Boston Public Garden,Freedom Trail
L0426,San Francisco,Richmond District,Entire home,3,2.0,6,253,Workspace; Free parking; Kitchen; Crib; TV; Carbon monoxide alarm; Air conditioning,4.64,0,1,1,24th St Mission BART,11,Alcatraz Island Ferry,Palace of Fine Arts
L0427,Miami,Edgewater,Entire home,2,1.0,4,204,Iron; Washer; EV charger; Coffee maker; Smoke alarm; Fire extinguisher; WiFi,4.93,0,1,2,Dadeland South Metrorail,15,Perez Art Museum,Jungle Island
L0428,Miami,Design District,Shared room,1,1.0,2,107,Carbon monoxide alarm; Dishwasher; Smoke alarm; Air conditioning; Washer; WiFi; Iron,4.51,0,0,5,Adrienne Arsht Metromover,8,Key Biscayne Beach,Jungle Island
L0429,San Francisco,SOMA,Entire home,2,1.0,4,264,Fire extinguisher; Iron; TV; Patio; Kitchen,4.82,0,1,5,Van Ness Muni,5,Golden Gate Bridge,Ferry Building
L0430,San Francisco,Sunset District,Entire home,3,3.0,7,274,Hair dryer; Kitchen; Washer; Gym access; Heating; Smoke alarm; Coffee maker; Air conditioning; Iron; Fire extinguisher,4.98,1,0,3,Montgomery St BART,11,Golden Gate Bridge,Chinatown
L0431,Chicago,Lakeview,Entire home,3,2.0,6,319,Carbon monoxide alarm; Hot tub; Dryer; Crib; Coffee maker; Kitchen; Smoke alarm; BBQ grill,4.85,0,1,1,Jackson L,9,Magnificent Mile,Willis Tower Skydeck
L0432,Boston,Back Bay,Entire home,2,1.0,5,260,Fire extinguisher; EV charger; Carbon monoxide alarm; Patio; Gym access; Iron; Dishwasher; Smoke alarm; Workspace; Pet friendly; Hot tub; WiFi; Dryer; Hair dryer,4.94,1,0,3,Back Bay Station,10,Museum of Fine Arts,Boston Common
L0433,Chicago,Wicker Park,Entire home,2,3.0,4,236,Iron; Fire extinguisher; BBQ grill; Crib; WiFi; Washer; Dryer; Hair dryer; Carbon monoxide alarm,4.2,0,0,1,Addison L,25,Millennium Park,Museum of Science and Industry
L0434,Boston,Cambridge,Entire home,2,1.0,4,248,Dishwasher; Carbon monoxide alarm; Hair dryer; Free parking; Crib; Hot tub; Iron; BBQ grill; Heating; Pet friendly; Fire extinguisher,4.86,1,1,2,Back Bay Station,13,Boston Public Garden,New England Aquarium
L0435,New York,Lower East Side,Entire home,3,2.0,6,243,Free parking; Patio; WiFi; Gym access; Pool; Washer; Coffee maker; Air conditioning; Carbon monoxide alarm; BBQ grill; Dryer,4.92,1,1,5,Lexington Ave/59th St,8,Chelsea Market,Rockefeller Center
L0436,Boston,Jamaica Plain,Entire home,3,1.0,7,247,Iron; Washer; TV; Air conditioning; WiFi; Free parking; Fire extinguisher; Dishwasher,4.82,1,1,1,South Station,16,Museum of Fine Arts,Faneuil Hall
L0437,New York,Midtown Manhattan,Entire home,1,2.0,3,259,Crib; Dishwasher; Heating; Gym access; Pet friendly; WiFi; Fire extinguisher; Workspace; Kitchen,4.89,1,1,3,Atlantic Ave-Barclays,19,Central Park,Museum of Modern Art
L0438,Chicago,Wicker Park,Entire home,1,1.5,3,187,Workspace; Free parking; Hot tub; Heating; Iron; Air conditioning; Fire extinguisher; Pet friendly,4.59,0,0,3,Belmont L,17,Museum of Science and Industry,Wrigley Field
L0439,Boston,Charlestown,Entire home,1,2.5,3,184,Patio; TV; Workspace; Fire extinguisher; Crib; Washer; EV charger; Dishwasher; Gym access; Carbon monoxide alarm; Free parking; Coffee maker; Iron; Heating,4.9,1,1,3,Park Street,20,Newbury Street,MIT Campus
L0440,Boston,North End,Entire home,1,2.5,3,240,Workspace; Patio; Dryer; Coffee maker; Pet friendly; BBQ grill; Gym access; Smoke alarm; WiFi; Iron; Kitchen,4.24,0,1,2,Back Bay Station,8,Faneuil Hall,MIT Campus
L0441,New York,Lower East Side,Private room,1,2.0,1,167,Coffee maker; Air conditioning; Hot tub; Dishwasher; Patio; Gym access; Crib; Kitchen; Fire extinguisher; TV,4.55,0,0,7,Jay St-MetroTech,8,High Line,Brooklyn Bridge
L0442,San Francisco,Richmond District,Entire home,1,1.0,2,230,Coffee maker; TV; Kitchen; Free parking; Pool; Gym access; Workspace,4.6,0,0,2,Balboa Park BART,5,Golden Gate Bridge,Pier 39
L0443,Boston,Seaport,Entire home,2,1.0,5,304,EV charger; Patio; Gym access; Fire extinguisher; WiFi; Hot tub; Carbon monoxide alarm; Pet friendly,4.63,0,1,1,Copley,15,Harvard Yard,Newbury Street
L0444,Chicago,Pilsen,Entire home,3,1.0,6,304,Coffee maker; Workspace; Crib; Dryer; Patio; Air conditioning; Carbon monoxide alarm; TV; Heating; Fire extinguisher,4.55,0,1,1,Merchandise Mart L,10,Lincoln Park Zoo,Navy Pier
L0445,San Francisco,North Beach,Private room,1,2.0,1,130,Dryer; Gym access; BBQ grill; Pet friendly; Iron; Coffee maker; Workspace,4.19,0,1,3,Van Ness Muni,18,Golden Gate Park,Chinatown
L0446,San Francisco,Sunset District,Entire home,2,1.5,5,248,Kitchen; Carbon monoxide alarm; Hair dryer; Patio; Washer; Fire extinguisher; Hot tub; WiFi; Free parking; Heating; Iron,4.32,0,1,3,Montgomery St BART,9,Lombard Street,Golden Gate Bridge
L0447,Miami,Coconut Grove,Entire home,1,1.0,3,151,BBQ grill; Smoke alarm; Crib; Workspace; Pool,4.57,0,1,1,Civic Center Metrorail,25,Everglades Day Trip,Perez Art Museum
L0448,Boston,Beacon Hill,Entire home,5,2.0,10,370,TV; EV charger; Free parking; Dishwasher; Air conditioning; Fire extinguisher; Pool; Iron; Hot tub; Workspace; Crib; Washer; Hair dryer; WiFi,4.65,0,1,2,Kenmore,18,Freedom Trail,New England Aquarium
L0449,Miami,Design District,Entire home,1,3.0,3,192,Patio; Carbon monoxide alarm; Crib; Smoke alarm; Workspace; Kitchen,4.9,0,1,1,Wynwood Trolley Stop,4,Key Biscayne Beach,Art Deco Historic District
